"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","623","Test CoolWallet SDK Core Register Test register success","","Thu Feb 05 10:08:23 UTC 2026","passed","Thu Feb 05 10:08:23 UTC 2026","","Test CoolWallet SDK Core Functional","Test CoolWallet SDK Core Register Test register success",""
"","449","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup failed: no register data","","Thu Feb 05 10:08:23 UTC 2026","passed","Thu Feb 05 10:08:23 UTC 2026","","Test CoolWallet SDK Core Functional","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup failed: no register data",""
"","243","Test ZEC SDK Test Sign Transfer Tx P2PKH","","Thu Feb 05 10:08:18 UTC 2026","passed","Thu Feb 05 10:08:18 UTC 2026","","Test ZEC SDK","Test ZEC SDK Test Sign Transfer Tx P2PKH",""
"","526","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup failed: not supports repeated execution","","Thu Feb 05 10:08:23 UTC 2026","passed","Thu Feb 05 10:08:23 UTC 2026","","Test CoolWallet SDK Core Functional","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup failed: not supports repeated execution",""
"","0","Test CoolWallet SDK Core Functional Test algorand","","Thu Feb 05 10:08:23 UTC 2026","skipped","Thu Feb 05 10:08:23 UTC 2026","","Test CoolWallet SDK Core Functional","Test CoolWallet SDK Core Functional Test algorand",""
"","89","Test CoolWallet SDK Core Backup Test backup","","Thu Feb 05 10:08:23 UTC 2026","passed","Thu Feb 05 10:08:23 UTC 2026","","Test CoolWallet SDK Core Functional","Test CoolWallet SDK Core Backup Test backup",""
"","519","Seed backup and recovery in OTA (firmware update) flow Delete Register Data delete succeeds","","Thu Feb 05 10:08:23 UTC 2026","passed","Thu Feb 05 10:08:23 UTC 2026","","Test CoolWallet SDK Core Functional","Seed backup and recovery in OTA (firmware update) flow Delete Register Data delete succeeds",""
"","463","Seed backup and recovery in OTA (firmware update) flow Recover Register Data recover succeeds","","Thu Feb 05 10:08:23 UTC 2026","passed","Thu Feb 05 10:08:23 UTC 2026","","Test CoolWallet SDK Core Functional","Seed backup and recovery in OTA (firmware update) flow Recover Register Data recover succeeds",""
"","0","Test CoolWallet SDK Core Functional Test rlp erc20 execute script","","Thu Feb 05 10:08:23 UTC 2026","skipped","Thu Feb 05 10:08:23 UTC 2026","","Test CoolWallet SDK Core Functional","Test CoolWallet SDK Core Functional Test rlp erc20 execute script",""
"","463","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup succeeds even if the appId can't be recognized","","Thu Feb 05 10:08:23 UTC 2026","passed","Thu Feb 05 10:08:23 UTC 2026","","Test CoolWallet SDK Core Functional","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup succeeds even if the appId can't be recognized",""
"","0","Test signECDSA should sign eth transaction hash correctly","","Thu Feb 05 10:08:34 UTC 2026","skipped","Thu Feb 05 10:08:34 UTC 2026","","Test signECDSA","Test signECDSA should sign eth transaction hash correctly",""
"","429","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup succeeds","","Thu Feb 05 10:08:23 UTC 2026","passed","Thu Feb 05 10:08:23 UTC 2026","","Test CoolWallet SDK Core Functional","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup succeeds",""
"","362","Seed backup and recovery in OTA (firmware update) flow Recover Register Data recover failed: no backup data","","Thu Feb 05 10:08:23 UTC 2026","passed","Thu Feb 05 10:08:23 UTC 2026","","Test CoolWallet SDK Core Functional","Seed backup and recovery in OTA (firmware update) flow Recover Register Data recover failed: no backup data",""
"","303","Test ZEC SDK Test Get Address P2PKH","","Thu Feb 05 10:08:18 UTC 2026","passed","Thu Feb 05 10:08:18 UTC 2026","","Test ZEC SDK","Test ZEC SDK Test Get Address P2PKH",""
"","431","Seed backup and recovery in OTA (firmware update) flow Delete Register Data delete failed: the appId can't be recognized","","Thu Feb 05 10:08:23 UTC 2026","passed","Thu Feb 05 10:08:23 UTC 2026","","Test CoolWallet SDK Core Functional","Seed backup and recovery in OTA (firmware update) flow Delete Register Data delete failed: the appId can't be recognized",""
"","109","Test CoolWallet SDK Core Functional Test derive Curve25519 publicKey","","Thu Feb 05 10:08:23 UTC 2026","passed","Thu Feb 05 10:08:23 UTC 2026","","Test CoolWallet SDK Core Functional","Test CoolWallet SDK Core Functional Test derive Curve25519 publicKey",""
"","45","utils createSeedsHexByMnemonic","","Thu Feb 05 10:08:34 UTC 2026","passed","Thu Feb 05 10:08:34 UTC 2026","","utils","utils createSeedsHexByMnemonic",""
"","612","Seed backup and recovery in OTA (firmware update) flow Delete Register Data delete succeeds with no backup data and supports repeated execution","","Thu Feb 05 10:08:23 UTC 2026","passed","Thu Feb 05 10:08:23 UTC 2026","","Test CoolWallet SDK Core Functional","Seed backup and recovery in OTA (firmware update) flow Delete Register Data delete succeeds with no backup data and supports repeated execution",""
