"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","464","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup succeeds even if the appId can't be recognized","","Tue Jun 23 04:25:12 UTC 2026","passed","Tue Jun 23 04:25:12 UTC 2026","","Test CoolWallet SDK Core Functional","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup succeeds even if the appId can't be recognized",""
"","498","Seed backup and recovery in OTA (firmware update) flow Delete Register Data delete failed: the appId can't be recognized","","Tue Jun 23 04:25:12 UTC 2026","passed","Tue Jun 23 04:25:12 UTC 2026","","Test CoolWallet SDK Core Functional","Seed backup and recovery in OTA (firmware update) flow Delete Register Data delete failed: the appId can't be recognized",""
"","493","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup succeeds","","Tue Jun 23 04:25:12 UTC 2026","passed","Tue Jun 23 04:25:12 UTC 2026","","Test CoolWallet SDK Core Functional","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup succeeds",""
"","596","Seed backup and recovery in OTA (firmware update) flow Delete Register Data delete succeeds","","Tue Jun 23 04:25:12 UTC 2026","passed","Tue Jun 23 04:25:12 UTC 2026","","Test CoolWallet SDK Core Functional","Seed backup and recovery in OTA (firmware update) flow Delete Register Data delete succeeds",""
"","0","Test signECDSA should sign eth transaction hash correctly","","Tue Jun 23 04:25:24 UTC 2026","skipped","Tue Jun 23 04:25:24 UTC 2026","","Test signECDSA","Test signECDSA should sign eth transaction hash correctly",""
"","93","Test CoolWallet SDK Core Backup Test backup","","Tue Jun 23 04:25:12 UTC 2026","passed","Tue Jun 23 04:25:12 UTC 2026","","Test CoolWallet SDK Core Functional","Test CoolWallet SDK Core Backup Test backup",""
"","0","Test CoolWallet SDK Core Functional Test algorand","","Tue Jun 23 04:25:12 UTC 2026","skipped","Tue Jun 23 04:25:12 UTC 2026","","Test CoolWallet SDK Core Functional","Test CoolWallet SDK Core Functional Test algorand",""
"","488","Seed backup and recovery in OTA (firmware update) flow Recover Register Data recover succeeds","","Tue Jun 23 04:25:12 UTC 2026","passed","Tue Jun 23 04:25:12 UTC 2026","","Test CoolWallet SDK Core Functional","Seed backup and recovery in OTA (firmware update) flow Recover Register Data recover succeeds",""
"","0","Test CoolWallet SDK Core Functional Test rlp erc20 execute script","","Tue Jun 23 04:25:12 UTC 2026","skipped","Tue Jun 23 04:25:12 UTC 2026","","Test CoolWallet SDK Core Functional","Test CoolWallet SDK Core Functional Test rlp erc20 execute script",""
"","700","Seed backup and recovery in OTA (firmware update) flow Delete Register Data delete succeeds with no backup data and supports repeated execution","","Tue Jun 23 04:25:12 UTC 2026","passed","Tue Jun 23 04:25:12 UTC 2026","","Test CoolWallet SDK Core Functional","Seed backup and recovery in OTA (firmware update) flow Delete Register Data delete succeeds with no backup data and supports repeated execution",""
"","50","utils createSeedsHexByMnemonic","","Tue Jun 23 04:25:24 UTC 2026","passed","Tue Jun 23 04:25:24 UTC 2026","","utils","utils createSeedsHexByMnemonic",""
"","560","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup failed: not supports repeated execution","","Tue Jun 23 04:25:12 UTC 2026","passed","Tue Jun 23 04:25:12 UTC 2026","","Test CoolWallet SDK Core Functional","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup failed: not supports repeated execution",""
"","665","Test CoolWallet SDK Core Register Test register success","","Tue Jun 23 04:25:12 UTC 2026","passed","Tue Jun 23 04:25:12 UTC 2026","","Test CoolWallet SDK Core Functional","Test CoolWallet SDK Core Register Test register success",""
"","471","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup failed: no register data","","Tue Jun 23 04:25:12 UTC 2026","passed","Tue Jun 23 04:25:12 UTC 2026","","Test CoolWallet SDK Core Functional","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup failed: no register data",""
"","403","Seed backup and recovery in OTA (firmware update) flow Recover Register Data recover failed: no backup data","","Tue Jun 23 04:25:12 UTC 2026","passed","Tue Jun 23 04:25:12 UTC 2026","","Test CoolWallet SDK Core Functional","Seed backup and recovery in OTA (firmware update) flow Recover Register Data recover failed: no backup data",""
"","106","Test CoolWallet SDK Core Functional Test derive Curve25519 publicKey","","Tue Jun 23 04:25:12 UTC 2026","passed","Tue Jun 23 04:25:12 UTC 2026","","Test CoolWallet SDK Core Functional","Test CoolWallet SDK Core Functional Test derive Curve25519 publicKey",""
