"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","getCanonicalSignature r32 and s32 are both 64 hex chars regardless of leading-zero bytes","","2026-08-21","passed","2026-08-21","","getCanonicalSignature","getCanonicalSignature r32 and s32 are both 64 hex chars regardless of leading-zero bytes",""
"","1","formatSignature — Canonical end-to-end r32 survives the DER parse → canonicalize pipeline when r has a leading-zero byte","","2026-08-21","passed","2026-08-21","","getCanonicalSignature","formatSignature — Canonical end-to-end r32 survives the DER parse → canonicalize pipeline when r has a leading-zero byte",""
"","679","Seed backup and recovery in OTA (firmware update) flow Delete Register Data delete succeeds with no backup data and supports repeated execution","","2026-08-21","passed","2026-08-21","","Test CoolWallet SDK Core Functional","Seed backup and recovery in OTA (firmware update) flow Delete Register Data delete succeeds with no backup data and supports repeated execution",""
"","467","Seed backup and recovery in OTA (firmware update) flow Delete Register Data delete failed: the appId can't be recognized","","2026-08-21","passed","2026-08-21","","Test CoolWallet SDK Core Functional","Seed backup and recovery in OTA (firmware update) flow Delete Register Data delete failed: the appId can't be recognized",""
"","0","Test CoolWallet SDK Core Functional Test rlp erc20 execute script","","2026-08-21","skipped","2026-08-21","","Test CoolWallet SDK Core Functional","Test CoolWallet SDK Core Functional Test rlp erc20 execute script",""
"","658","Test CoolWallet SDK Core Register Test register success","","2026-08-21","passed","2026-08-21","","Test CoolWallet SDK Core Functional","Test CoolWallet SDK Core Register Test register success",""
"","1","getCanonicalSignature preserves existing r, s, s32 fields for backward compatibility","","2026-08-21","passed","2026-08-21","","getCanonicalSignature","getCanonicalSignature preserves existing r, s, s32 fields for backward compatibility",""
"","0","Test CoolWallet SDK Core Functional Test algorand","","2026-08-21","skipped","2026-08-21","","Test CoolWallet SDK Core Functional","Test CoolWallet SDK Core Functional Test algorand",""
"","53","utils createSeedsHexByMnemonic","","2026-08-21","passed","2026-08-21","","utils","utils createSeedsHexByMnemonic",""
"","84","Test CoolWallet SDK Core Backup Test backup","","2026-08-21","passed","2026-08-21","","Test CoolWallet SDK Core Functional","Test CoolWallet SDK Core Backup Test backup",""
"","479","Seed backup and recovery in OTA (firmware update) flow Recover Register Data recover succeeds","","2026-08-21","passed","2026-08-21","","Test CoolWallet SDK Core Functional","Seed backup and recovery in OTA (firmware update) flow Recover Register Data recover succeeds",""
"","0","Test signECDSA should sign eth transaction hash correctly","","2026-08-21","skipped","2026-08-21","","Test signECDSA","Test signECDSA should sign eth transaction hash correctly",""
"","464","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup succeeds","","2026-08-21","passed","2026-08-21","","Test CoolWallet SDK Core Functional","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup succeeds",""
"","109","Test CoolWallet SDK Core Functional Test derive Curve25519 publicKey","","2026-08-21","passed","2026-08-21","","Test CoolWallet SDK Core Functional","Test CoolWallet SDK Core Functional Test derive Curve25519 publicKey",""
"","1","getCanonicalSignature r32 is always 64 hex chars when r has a leading-zero byte","","2026-08-21","passed","2026-08-21","","getCanonicalSignature","getCanonicalSignature r32 is always 64 hex chars when r has a leading-zero byte",""
"","471","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup failed: no register data","","2026-08-21","passed","2026-08-21","","Test CoolWallet SDK Core Functional","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup failed: no register data",""
"","456","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup succeeds even if the appId can't be recognized","","2026-08-21","passed","2026-08-21","","Test CoolWallet SDK Core Functional","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup succeeds even if the appId can't be recognized",""
"","0","getCanonicalSignature s32 is always 64 hex chars when s has a leading-zero byte","","2026-08-21","passed","2026-08-21","","getCanonicalSignature","getCanonicalSignature s32 is always 64 hex chars when s has a leading-zero byte",""
"","1","getCanonicalSignature r32 is always 64 hex chars for a normal r value","","2026-08-21","passed","2026-08-21","","getCanonicalSignature","getCanonicalSignature r32 is always 64 hex chars for a normal r value",""
"","531","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup failed: not supports repeated execution","","2026-08-21","passed","2026-08-21","","Test CoolWallet SDK Core Functional","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup failed: not supports repeated execution",""
"","383","Seed backup and recovery in OTA (firmware update) flow Recover Register Data recover failed: no backup data","","2026-08-21","passed","2026-08-21","","Test CoolWallet SDK Core Functional","Seed backup and recovery in OTA (firmware update) flow Recover Register Data recover failed: no backup data",""
"","543","Seed backup and recovery in OTA (firmware update) flow Delete Register Data delete succeeds","","2026-08-21","passed","2026-08-21","","Test CoolWallet SDK Core Functional","Seed backup and recovery in OTA (firmware update) flow Delete Register Data delete succeeds",""
