"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","269","Test TON SDK Test Sign Transfer Token By diffenent receiver transfer: using receiver's usdt account (non-bounceable)","","Thu Jun 18 04:08:18 UTC 2026","passed","Thu Jun 18 04:08:18 UTC 2026","","Test TON SDK","Test TON SDK Test Sign Transfer Token By diffenent receiver transfer: using receiver's usdt account (non-bounceable)",""
"","0","Test TON SDK Test saveBitAsByte reslut=00000000000100000101010101010101 if hex=04ff","","Thu Jun 18 04:08:33 UTC 2026","passed","Thu Jun 18 04:08:33 UTC 2026","","Test TON SDK","Test TON SDK Test saveBitAsByte reslut=00000000000100000101010101010101 if hex=04ff",""
"","0","Test TON SDK Test saveBitAsByte reslut=0101010101010101 if hex=ff","","Thu Jun 18 04:08:33 UTC 2026","passed","Thu Jun 18 04:08:33 UTC 2026","","Test TON SDK","Test TON SDK Test saveBitAsByte reslut=0101010101010101 if hex=ff",""
"","287","Test TON SDK Test Sign Transfer Token By diffenent sendMode transfer: sendMode is 3","","Thu Jun 18 04:08:18 UTC 2026","passed","Thu Jun 18 04:08:18 UTC 2026","","Test TON SDK","Test TON SDK Test Sign Transfer Token By diffenent sendMode transfer: sendMode is 3",""
"","1","Test TON SDK Test Sign Transfer Token By diffenent jettonAmount transfer: jettonAmount is 0 will throw error","","Thu Jun 18 04:08:18 UTC 2026","passed","Thu Jun 18 04:08:18 UTC 2026","","Test TON SDK","Test TON SDK Test Sign Transfer Token By diffenent jettonAmount transfer: jettonAmount is 0 will throw error",""
"","0","Test TON SDK Test saveBitAsByte reslut=00000000000001000101010101010101 if hex=02ff","","Thu Jun 18 04:08:33 UTC 2026","passed","Thu Jun 18 04:08:33 UTC 2026","","Test TON SDK","Test TON SDK Test saveBitAsByte reslut=00000000000001000101010101010101 if hex=02ff",""
"","0","Test TON SDK Test saveBitAsByte reslut=0000000000000001 if hex=1","","Thu Jun 18 04:08:33 UTC 2026","passed","Thu Jun 18 04:08:33 UTC 2026","","Test TON SDK","Test TON SDK Test saveBitAsByte reslut=0000000000000001 if hex=1",""
"","266","Test TON SDK Test Sign Transfer Token By diffenent receiver transfer: using receiver's coin account (hex)","","Thu Jun 18 04:08:18 UTC 2026","passed","Thu Jun 18 04:08:18 UTC 2026","","Test TON SDK","Test TON SDK Test Sign Transfer Token By diffenent receiver transfer: using receiver's coin account (hex)",""
"","276","Test TON SDK Test Sign Transfer Token By diffenent amount transfer: using 10000 TON","","Thu Jun 18 04:08:18 UTC 2026","passed","Thu Jun 18 04:08:18 UTC 2026","","Test TON SDK","Test TON SDK Test Sign Transfer Token By diffenent amount transfer: using 10000 TON",""
"","270","Test TON SDK Test Sign Transfer Token By diffenent sendMode transfer: sendMode is 0","","Thu Jun 18 04:08:18 UTC 2026","passed","Thu Jun 18 04:08:18 UTC 2026","","Test TON SDK","Test TON SDK Test Sign Transfer Token By diffenent sendMode transfer: sendMode is 0",""
