"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 16 06:26:14 GMT 2025","Thu Jan 16 06:26:14 GMT 2025","492","","Test ETH SDK","","Test ETH SDK ETH test sign erc20 transactions 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e BAT token","","Test ETH SDK ETH test sign erc20 transactions 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e BAT token",""
"passed","Thu Jan 16 06:30:29 GMT 2025","Thu Jan 16 06:30:29 GMT 2025","300","","Test EVM SDK","","Test EVM SDK Test EVM Base SDK Send eip1559 erc20 transaction to 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e USDbC token:","","Test EVM SDK Test EVM Base SDK Send eip1559 erc20 transaction to 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e USDbC token:",""
"passed","Thu Jan 16 06:26:14 GMT 2025","Thu Jan 16 06:26:14 GMT 2025","515","","Test ETH SDK","","Test ETH SDK ETH test sign erc20 transactions 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e WENI token","","Test ETH SDK ETH test sign erc20 transactions 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e WENI token",""
"passed","Thu Jan 16 06:26:14 GMT 2025","Thu Jan 16 06:26:14 GMT 2025","317","","Test ETH SDK","","Test ETH SDK ETH test sign erc20 transactions 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e MKR token","","Test ETH SDK ETH test sign erc20 transactions 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e MKR token",""
"passed","Thu Jan 16 06:26:14 GMT 2025","Thu Jan 16 06:26:14 GMT 2025","301","","Test ETH SDK","","Test ETH SDK ETH test sign erc20 transactions 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e SNX token","","Test ETH SDK ETH test sign erc20 transactions 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e SNX token",""
"passed","Thu Jan 16 06:26:14 GMT 2025","Thu Jan 16 06:26:14 GMT 2025","506","","Test ETH SDK","","Test ETH SDK ETH test sign eip1559 erc20 transactions 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e SUSHI token","","Test ETH SDK ETH test sign eip1559 erc20 transactions 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e SUSHI token",""
"passed","Thu Jan 16 06:30:29 GMT 2025","Thu Jan 16 06:30:29 GMT 2025","485","","Test EVM SDK","","Test EVM SDK Test EVM Aurora SDK Send smart contract transaction to $to","","Test EVM SDK Test EVM Aurora SDK Send smart contract transaction to $to",""
"passed","Thu Jan 16 06:30:29 GMT 2025","Thu Jan 16 06:30:29 GMT 2025","618","","Test EVM SDK","","Test EVM SDK Test EVM Fantom SDK Send eip1559 smart contract segment transaction to $to","","Test EVM SDK Test EVM Fantom SDK Send eip1559 smart contract segment transaction to $to",""
"passed","Thu Jan 16 06:26:14 GMT 2025","Thu Jan 16 06:26:14 GMT 2025","499","","Test ETH SDK","","Test ETH SDK ETH test sign erc20 transactions 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e USDC token","","Test ETH SDK ETH test sign erc20 transactions 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e USDC token",""
"passed","Thu Jan 16 06:30:29 GMT 2025","Thu Jan 16 06:30:29 GMT 2025","318","","Test EVM SDK","","Test EVM SDK Test EVM Optimism SDK Send transaction to $to","","Test EVM SDK Test EVM Optimism SDK Send transaction to $to",""
