"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","339","Test DOT SDK Test DOT Nominate nominate with address 0 and single hash","","Fri May 22 04:37:29 UTC 2026","passed","Fri May 22 04:37:29 UTC 2026","","Test DOT SDK","Test DOT SDK Test DOT Nominate nominate with address 0 and single hash",""
"","348","Test DOT SDK Test DOT Withdraw withdraw with address 0","","Fri May 22 04:37:29 UTC 2026","passed","Fri May 22 04:37:29 UTC 2026","","Test DOT SDK","Test DOT SDK Test DOT Withdraw withdraw with address 0",""
"","1","Test TRX SDK Test Get Address returns chainCode and publicKey","","Fri May 22 04:37:45 UTC 2026","passed","Fri May 22 04:37:45 UTC 2026","","Test TRX SDK","Test TRX SDK Test Get Address returns chainCode and publicKey",""
"","587","Test TRX SDK Sign Transfer Tx sign for transfer 1 TRX","","Fri May 22 04:37:45 UTC 2026","passed","Fri May 22 04:37:45 UTC 2026","","Test TRX SDK","Test TRX SDK Sign Transfer Tx sign for transfer 1 TRX",""
"","326","Test KSM SDK Test KSM Chill chill with address 0","","Fri May 22 04:37:29 UTC 2026","passed","Fri May 22 04:37:29 UTC 2026","","Test DOT SDK","Test KSM SDK Test KSM Chill chill with address 0",""
"","321","Test KSM SDK Test KSM BondExtra bond extra with address 0","","Fri May 22 04:37:29 UTC 2026","passed","Fri May 22 04:37:29 UTC 2026","","Test DOT SDK","Test KSM SDK Test KSM BondExtra bond extra with address 0",""
"","521","Test KSM SDK Test KSM Transfer transfer with address 0 and metadatahash","","Fri May 22 04:37:29 UTC 2026","passed","Fri May 22 04:37:29 UTC 2026","","Test DOT SDK","Test KSM SDK Test KSM Transfer transfer with address 0 and metadatahash",""
"","318","Test KSM SDK Test KSM Bond bond with address 0","","Fri May 22 04:37:29 UTC 2026","passed","Fri May 22 04:37:29 UTC 2026","","Test DOT SDK","Test KSM SDK Test KSM Bond bond with address 0",""
"","319","Test KSM SDK Test KSM Unbond unbond with address 0","","Fri May 22 04:37:29 UTC 2026","passed","Fri May 22 04:37:29 UTC 2026","","Test DOT SDK","Test KSM SDK Test KSM Unbond unbond with address 0",""
"","451","Test TRX SDK Test Get Address Address","","Fri May 22 04:37:45 UTC 2026","passed","Fri May 22 04:37:45 UTC 2026","","Test TRX SDK","Test TRX SDK Test Get Address Address",""
"","554","Test KSM SDK Test KSM Nominate nominate with address 0 and double hash","","Fri May 22 04:37:29 UTC 2026","passed","Fri May 22 04:37:29 UTC 2026","","Test DOT SDK","Test KSM SDK Test KSM Nominate nominate with address 0 and double hash",""
"","535","Test DOT SDK Test DOT Unbond unbond with address 0","","Fri May 22 04:37:29 UTC 2026","passed","Fri May 22 04:37:29 UTC 2026","","Test DOT SDK","Test DOT SDK Test DOT Unbond unbond with address 0",""
"","406","Test DOT SDK Test DOT Transfer test transfer with address 0","","Fri May 22 04:37:29 UTC 2026","passed","Fri May 22 04:37:29 UTC 2026","","Test DOT SDK","Test DOT SDK Test DOT Transfer test transfer with address 0",""
"","30","Test TRX SDK Test Get Address returns address from address publicKey","","Fri May 22 04:37:45 UTC 2026","passed","Fri May 22 04:37:45 UTC 2026","","Test TRX SDK","Test TRX SDK Test Get Address returns address from address publicKey",""
"","332","Test KSM SDK Test KSM Transfer transfer with address 0","","Fri May 22 04:37:29 UTC 2026","passed","Fri May 22 04:37:29 UTC 2026","","Test DOT SDK","Test KSM SDK Test KSM Transfer transfer with address 0",""
"","344","Test DOT SDK Test DOT Nominate nominate with address 0 and double hash","","Fri May 22 04:37:29 UTC 2026","passed","Fri May 22 04:37:29 UTC 2026","","Test DOT SDK","Test DOT SDK Test DOT Nominate nominate with address 0 and double hash",""
"","342","Test DOT SDK Test DOT Bond bond with address 0","","Fri May 22 04:37:29 UTC 2026","passed","Fri May 22 04:37:29 UTC 2026","","Test DOT SDK","Test DOT SDK Test DOT Bond bond with address 0",""
"","389","Test KSM SDK Test Get KSM Address test get index 0 address","","Fri May 22 04:37:29 UTC 2026","passed","Fri May 22 04:37:29 UTC 2026","","Test DOT SDK","Test KSM SDK Test Get KSM Address test get index 0 address",""
"","565","Test DOT SDK Test DOT Transfer transfer with address 0 and metadatahash","","Fri May 22 04:37:29 UTC 2026","passed","Fri May 22 04:37:29 UTC 2026","","Test DOT SDK","Test DOT SDK Test DOT Transfer transfer with address 0 and metadatahash",""
"","334","Test DOT SDK Test DOT Chill chill with address 0","","Fri May 22 04:37:29 UTC 2026","passed","Fri May 22 04:37:29 UTC 2026","","Test DOT SDK","Test DOT SDK Test DOT Chill chill with address 0",""
"","341","Test DOT SDK Test DOT BondExtra bond extra with address 0","","Fri May 22 04:37:29 UTC 2026","passed","Fri May 22 04:37:29 UTC 2026","","Test DOT SDK","Test DOT SDK Test DOT BondExtra bond extra with address 0",""
"","440","Test DOT SDK Test Get DOT Address test get index 0 address","","Fri May 22 04:37:29 UTC 2026","passed","Fri May 22 04:37:29 UTC 2026","","Test DOT SDK","Test DOT SDK Test Get DOT Address test get index 0 address",""
"","334","Test KSM SDK Test KSM Withdraw withdraw with address 0","","Fri May 22 04:37:29 UTC 2026","passed","Fri May 22 04:37:29 UTC 2026","","Test DOT SDK","Test KSM SDK Test KSM Withdraw withdraw with address 0",""
"","327","Test KSM SDK Test KSM Nominate nominate with address 0 and single hash","","Fri May 22 04:37:29 UTC 2026","passed","Fri May 22 04:37:29 UTC 2026","","Test DOT SDK","Test KSM SDK Test KSM Nominate nominate with address 0 and single hash",""
