"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","312","Test DOT SDK Test DOT BondExtra bond extra with address 0","","Fri May 22 10:04:44 UTC 2026","passed","Fri May 22 10:04:44 UTC 2026","","Test DOT SDK","Test DOT SDK Test DOT BondExtra bond extra with address 0",""
"","308","Test DOT SDK Test DOT Chill chill with address 0","","Fri May 22 10:04:44 UTC 2026","passed","Fri May 22 10:04:44 UTC 2026","","Test DOT SDK","Test DOT SDK Test DOT Chill chill with address 0",""
"","491","Test KSM SDK Test KSM Nominate nominate with address 0 and double hash","","Fri May 22 10:04:44 UTC 2026","passed","Fri May 22 10:04:44 UTC 2026","","Test DOT SDK","Test KSM SDK Test KSM Nominate nominate with address 0 and double hash",""
"","380","Test DOT SDK Test DOT Transfer test transfer with address 0","","Fri May 22 10:04:44 UTC 2026","passed","Fri May 22 10:04:44 UTC 2026","","Test DOT SDK","Test DOT SDK Test DOT Transfer test transfer with address 0",""
"","303","Test KSM SDK Test KSM Nominate nominate with address 0 and single hash","","Fri May 22 10:04:44 UTC 2026","passed","Fri May 22 10:04:44 UTC 2026","","Test DOT SDK","Test KSM SDK Test KSM Nominate nominate with address 0 and single hash",""
"","29","Test TRX SDK Test Get Address returns address from address publicKey","","Fri May 22 10:05:00 UTC 2026","passed","Fri May 22 10:05:00 UTC 2026","","Test TRX SDK","Test TRX SDK Test Get Address returns address from address publicKey",""
"","292","Test KSM SDK Test KSM Bond bond with address 0","","Fri May 22 10:04:44 UTC 2026","passed","Fri May 22 10:04:44 UTC 2026","","Test DOT SDK","Test KSM SDK Test KSM Bond bond with address 0",""
"","299","Test KSM SDK Test KSM BondExtra bond extra with address 0","","Fri May 22 10:04:44 UTC 2026","passed","Fri May 22 10:04:44 UTC 2026","","Test DOT SDK","Test KSM SDK Test KSM BondExtra bond extra with address 0",""
"","479","Test KSM SDK Test KSM Transfer transfer with address 0 and metadatahash","","Fri May 22 10:04:44 UTC 2026","passed","Fri May 22 10:04:44 UTC 2026","","Test DOT SDK","Test KSM SDK Test KSM Transfer transfer with address 0 and metadatahash",""
"","360","Test KSM SDK Test Get KSM Address test get index 0 address","","Fri May 22 10:04:44 UTC 2026","passed","Fri May 22 10:04:44 UTC 2026","","Test DOT SDK","Test KSM SDK Test Get KSM Address test get index 0 address",""
"","301","Test KSM SDK Test KSM Chill chill with address 0","","Fri May 22 10:04:44 UTC 2026","passed","Fri May 22 10:04:44 UTC 2026","","Test DOT SDK","Test KSM SDK Test KSM Chill chill with address 0",""
"","310","Test DOT SDK Test DOT Nominate nominate with address 0 and single hash","","Fri May 22 10:04:44 UTC 2026","passed","Fri May 22 10:04:44 UTC 2026","","Test DOT SDK","Test DOT SDK Test DOT Nominate nominate with address 0 and single hash",""
"","307","Test KSM SDK Test KSM Transfer transfer with address 0","","Fri May 22 10:04:44 UTC 2026","passed","Fri May 22 10:04:44 UTC 2026","","Test DOT SDK","Test KSM SDK Test KSM Transfer transfer with address 0",""
"","1","Test TRX SDK Test Get Address returns chainCode and publicKey","","Fri May 22 10:05:00 UTC 2026","passed","Fri May 22 10:05:00 UTC 2026","","Test TRX SDK","Test TRX SDK Test Get Address returns chainCode and publicKey",""
"","392","Test DOT SDK Test Get DOT Address test get index 0 address","","Fri May 22 10:04:44 UTC 2026","passed","Fri May 22 10:04:44 UTC 2026","","Test DOT SDK","Test DOT SDK Test Get DOT Address test get index 0 address",""
"","504","Test DOT SDK Test DOT Transfer transfer with address 0 and metadatahash","","Fri May 22 10:04:44 UTC 2026","passed","Fri May 22 10:04:44 UTC 2026","","Test DOT SDK","Test DOT SDK Test DOT Transfer transfer with address 0 and metadatahash",""
"","560","Test TRX SDK Sign Transfer Tx sign for transfer 1 TRX","","Fri May 22 10:05:00 UTC 2026","passed","Fri May 22 10:05:00 UTC 2026","","Test TRX SDK","Test TRX SDK Sign Transfer Tx sign for transfer 1 TRX",""
"","312","Test DOT SDK Test DOT Nominate nominate with address 0 and double hash","","Fri May 22 10:04:44 UTC 2026","passed","Fri May 22 10:04:44 UTC 2026","","Test DOT SDK","Test DOT SDK Test DOT Nominate nominate with address 0 and double hash",""
"","493","Test DOT SDK Test DOT Unbond unbond with address 0","","Fri May 22 10:04:44 UTC 2026","passed","Fri May 22 10:04:44 UTC 2026","","Test DOT SDK","Test DOT SDK Test DOT Unbond unbond with address 0",""
"","426","Test TRX SDK Test Get Address Address","","Fri May 22 10:05:00 UTC 2026","passed","Fri May 22 10:05:00 UTC 2026","","Test TRX SDK","Test TRX SDK Test Get Address Address",""
"","316","Test DOT SDK Test DOT Withdraw withdraw with address 0","","Fri May 22 10:04:44 UTC 2026","passed","Fri May 22 10:04:44 UTC 2026","","Test DOT SDK","Test DOT SDK Test DOT Withdraw withdraw with address 0",""
"","321","Test DOT SDK Test DOT Bond bond with address 0","","Fri May 22 10:04:44 UTC 2026","passed","Fri May 22 10:04:44 UTC 2026","","Test DOT SDK","Test DOT SDK Test DOT Bond bond with address 0",""
"","285","Test KSM SDK Test KSM Unbond unbond with address 0","","Fri May 22 10:04:44 UTC 2026","passed","Fri May 22 10:04:44 UTC 2026","","Test DOT SDK","Test KSM SDK Test KSM Unbond unbond with address 0",""
"","306","Test KSM SDK Test KSM Withdraw withdraw with address 0","","Fri May 22 10:04:44 UTC 2026","passed","Fri May 22 10:04:44 UTC 2026","","Test DOT SDK","Test KSM SDK Test KSM Withdraw withdraw with address 0",""
