"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 23 10:13:52 GMT 2025","Thu Jan 23 10:13:52 GMT 2025","805","","Test EVM SDK","","Test EVM SDK Test EVM Avax C SDK Send eip1559 smart contract segment transaction to 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e","","Test EVM SDK Test EVM Avax C SDK Send eip1559 smart contract segment transaction to 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e",""
"passed","Thu Jan 23 10:13:52 GMT 2025","Thu Jan 23 10:13:52 GMT 2025","820","","Test EVM SDK","","Test EVM SDK Test EVM Fantom SDK Send eip1559 smart contract segment transaction to $to","","Test EVM SDK Test EVM Fantom SDK Send eip1559 smart contract segment transaction to $to",""
"passed","Thu Jan 23 10:13:52 GMT 2025","Thu Jan 23 10:13:52 GMT 2025","632","","Test EVM SDK","","Test EVM SDK Test EVM Celo SDK Send smart contract segment transaction to $to","","Test EVM SDK Test EVM Celo SDK Send smart contract segment transaction to $to",""
"passed","Thu Jan 23 10:13:52 GMT 2025","Thu Jan 23 10:13:52 GMT 2025","491","","Test EVM SDK","","Test EVM SDK Test EVM zkSync SDK send erc20 token to 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e USDC token:","","Test EVM SDK Test EVM zkSync SDK send erc20 token to 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e USDC token:",""
"passed","Thu Jan 23 10:13:52 GMT 2025","Thu Jan 23 10:13:52 GMT 2025","293","","Test EVM SDK","","Test EVM SDK Test EVM Polygon SDK Send smart contract transaction to ","","Test EVM SDK Test EVM Polygon SDK Send smart contract transaction to ",""
"passed","Thu Jan 23 10:13:52 GMT 2025","Thu Jan 23 10:13:52 GMT 2025","299","","Test EVM SDK","","Test EVM SDK Test EVM Avax C SDK Send eip1559 erc20 transaction to 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e SUSHI token:","","Test EVM SDK Test EVM Avax C SDK Send eip1559 erc20 transaction to 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e SUSHI token:",""
"passed","Thu Jan 23 10:13:52 GMT 2025","Thu Jan 23 10:13:52 GMT 2025","490","","Test EVM SDK","","Test EVM SDK Test EVM Avax C SDK Send smart contract transaction to 0x7ceb23fd6bc0add59e62ac25578270cff1b9f619","","Test EVM SDK Test EVM Avax C SDK Send smart contract transaction to 0x7ceb23fd6bc0add59e62ac25578270cff1b9f619",""
"passed","Thu Jan 23 10:13:52 GMT 2025","Thu Jan 23 10:13:52 GMT 2025","498","","Test EVM SDK","","Test EVM SDK Test EVM Cronos SDK Send message transaction to $to","","Test EVM SDK Test EVM Cronos SDK Send message transaction to $to",""
"passed","Thu Jan 23 10:13:52 GMT 2025","Thu Jan 23 10:13:52 GMT 2025","522","","Test EVM SDK","","Test EVM SDK Test EVM Optimism SDK Send eip1559 erc20 transaction to 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e UNI token:","","Test EVM SDK Test EVM Optimism SDK Send eip1559 erc20 transaction to 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e UNI token:",""
"passed","Thu Jan 23 10:13:52 GMT 2025","Thu Jan 23 10:13:52 GMT 2025","495","","Test EVM SDK","","Test EVM SDK Test EVM Flare SDK Send smart contract transaction to 0x7ceb23fd6bc0add59e62ac25578270cff1b9f619","","Test EVM SDK Test EVM Flare SDK Send smart contract transaction to 0x7ceb23fd6bc0add59e62ac25578270cff1b9f619",""
"passed","Thu Jan 23 10:13:52 GMT 2025","Thu Jan 23 10:13:52 GMT 2025","479","","Test EVM SDK","","Test EVM SDK Test EVM Arbitrum SDK Send eip1559 erc20 transaction to 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e USDC token:","","Test EVM SDK Test EVM Arbitrum SDK Send eip1559 erc20 transaction to 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e USDC token:",""
"passed","Thu Jan 23 10:13:52 GMT 2025","Thu Jan 23 10:13:52 GMT 2025","502","","Test EVM SDK","","Test EVM SDK Test EVM Arbitrum SDK Send smart contract transaction to 0x7ceb23fd6bc0add59e62ac25578270cff1b9f619","","Test EVM SDK Test EVM Arbitrum SDK Send smart contract transaction to 0x7ceb23fd6bc0add59e62ac25578270cff1b9f619",""
"passed","Thu Jan 23 10:13:52 GMT 2025","Thu Jan 23 10:13:52 GMT 2025","314","","Test EVM SDK","","Test EVM SDK Test EVM OKX SDK recover address Recover address Get address 0 from account key","","Test EVM SDK Test EVM OKX SDK recover address Recover address Get address 0 from account key",""
"passed","Thu Jan 23 10:13:52 GMT 2025","Thu Jan 23 10:13:52 GMT 2025","484","","Test EVM SDK","","Test EVM SDK Test EVM Aurora SDK Send message transaction to $to","","Test EVM SDK Test EVM Aurora SDK Send message transaction to $to",""
"passed","Thu Jan 23 10:13:52 GMT 2025","Thu Jan 23 10:13:52 GMT 2025","492","","Test EVM SDK","","Test EVM SDK Test EVM Avax C SDK send erc20 token to 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e LINK.e token:","","Test EVM SDK Test EVM Avax C SDK send erc20 token to 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e LINK.e token:",""
"passed","Thu Jan 23 10:13:52 GMT 2025","Thu Jan 23 10:13:52 GMT 2025","624","","Test EVM SDK","","Test EVM SDK Test EVM Aurora SDK Send eip1559 smart transaction to $to","","Test EVM SDK Test EVM Aurora SDK Send eip1559 smart transaction to $to",""
"passed","Thu Jan 23 10:13:52 GMT 2025","Thu Jan 23 10:13:52 GMT 2025","307","","Test EVM SDK","","Test EVM SDK Test EVM Flare SDK recover address Recover address Get address 0 from account key","","Test EVM SDK Test EVM Flare SDK recover address Recover address Get address 0 from account key",""
"passed","Thu Jan 23 10:13:52 GMT 2025","Thu Jan 23 10:13:52 GMT 2025","821","","Test EVM SDK","","Test EVM SDK Test EVM Scroll SDK Send smart contract segment transaction to $to","","Test EVM SDK Test EVM Scroll SDK Send smart contract segment transaction to $to",""
"passed","Thu Jan 23 10:13:52 GMT 2025","Thu Jan 23 10:13:52 GMT 2025","473","","Test EVM SDK","","Test EVM SDK Test EVM Avax C SDK send erc20 token to 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e USDT token:","","Test EVM SDK Test EVM Avax C SDK send erc20 token to 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e USDT token:",""
"passed","Thu Jan 23 10:13:52 GMT 2025","Thu Jan 23 10:13:52 GMT 2025","825","","Test EVM SDK","","Test EVM SDK Test EVM Base SDK Send eip1559 smart contract segment transaction to ","","Test EVM SDK Test EVM Base SDK Send eip1559 smart contract segment transaction to ",""
"passed","Thu Jan 23 10:13:52 GMT 2025","Thu Jan 23 10:13:52 GMT 2025","476","","Test EVM SDK","","Test EVM SDK Test EVM Avax C SDK Send eip1559 smart transaction to 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e","","Test EVM SDK Test EVM Avax C SDK Send eip1559 smart transaction to 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e",""
"passed","Thu Jan 23 10:13:52 GMT 2025","Thu Jan 23 10:13:52 GMT 2025","846","","Test EVM SDK","","Test EVM SDK Test EVM zkSync SDK Send smart contract segment transaction to $to","","Test EVM SDK Test EVM zkSync SDK Send smart contract segment transaction to $to",""
"passed","Thu Jan 23 10:13:52 GMT 2025","Thu Jan 23 10:13:52 GMT 2025","509","","Test EVM SDK","","Test EVM SDK Test EVM Base SDK Send transaction to $to","","Test EVM SDK Test EVM Base SDK Send transaction to $to",""
"passed","Thu Jan 23 10:13:52 GMT 2025","Thu Jan 23 10:13:52 GMT 2025","301","","Test EVM SDK","","Test EVM SDK Test EVM Optimism SDK Send eip1559 erc20 transaction to 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e USDT token:","","Test EVM SDK Test EVM Optimism SDK Send eip1559 erc20 transaction to 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e USDT token:",""
