"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri May 16 07:10:54 GMT 2025","Fri May 16 07:10:54 GMT 2025","0","","Test CoolWallet SDK Core Functional","","Test CoolWallet SDK Core Functional Test algorand","","Test CoolWallet SDK Core Functional Test algorand",""
"failed","Fri May 16 07:11:05 GMT 2025","Fri May 16 07:11:05 GMT 2025","0","","Test signECDSA","","Test signECDSA should sign eth transaction hash correctly","","Test signECDSA should sign eth transaction hash correctly",""
"passed","Fri May 16 07:10:54 GMT 2025","Fri May 16 07:10:54 GMT 2025","114","","Test CoolWallet SDK Core Functional","","Test CoolWallet SDK Core Functional Test derive Curve25519 publicKey","","Test CoolWallet SDK Core Functional Test derive Curve25519 publicKey",""
"passed","Fri May 16 07:10:54 GMT 2025","Fri May 16 07:10:54 GMT 2025","433","","Test CoolWallet SDK Core Functional","","Seed backup and recovery in OTA (firmware update) flow Recover Register Data recover succeeds","","Seed backup and recovery in OTA (firmware update) flow Recover Register Data recover succeeds",""
"passed","Fri May 16 07:10:54 GMT 2025","Fri May 16 07:10:54 GMT 2025","631","","Test CoolWallet SDK Core Functional","","Test CoolWallet SDK Core Register Test register success","","Test CoolWallet SDK Core Register Test register success",""
"passed","Fri May 16 07:10:54 GMT 2025","Fri May 16 07:10:54 GMT 2025","511","","Test CoolWallet SDK Core Functional","","Seed backup and recovery in OTA (firmware update) flow Delete Register Data delete succeeds","","Seed backup and recovery in OTA (firmware update) flow Delete Register Data delete succeeds",""
"passed","Fri May 16 07:10:54 GMT 2025","Fri May 16 07:10:54 GMT 2025","434","","Test CoolWallet SDK Core Functional","","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup failed: no register data","","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup failed: no register data",""
"passed","Fri May 16 07:10:54 GMT 2025","Fri May 16 07:10:54 GMT 2025","86","","Test CoolWallet SDK Core Functional","","Test CoolWallet SDK Core Backup Test backup","","Test CoolWallet SDK Core Backup Test backup",""
"skipped","Fri May 16 07:10:54 GMT 2025","Fri May 16 07:10:54 GMT 2025","0","","Test CoolWallet SDK Core Functional","","Test CoolWallet SDK Core Functional Test rlp erc20 execute script","","Test CoolWallet SDK Core Functional Test rlp erc20 execute script",""
"passed","Fri May 16 07:10:54 GMT 2025","Fri May 16 07:10:54 GMT 2025","470","","Test CoolWallet SDK Core Functional","","Seed backup and recovery in OTA (firmware update) flow Delete Register Data delete failed: the appId can't be recognized","","Seed backup and recovery in OTA (firmware update) flow Delete Register Data delete failed: the appId can't be recognized",""
"passed","Fri May 16 07:10:54 GMT 2025","Fri May 16 07:10:54 GMT 2025","564","","Test CoolWallet SDK Core Functional","","Seed backup and recovery in OTA (firmware update) flow Delete Register Data delete succeeds with no backup data and supports repeated execution","","Seed backup and recovery in OTA (firmware update) flow Delete Register Data delete succeeds with no backup data and supports repeated execution",""
"passed","Fri May 16 07:10:54 GMT 2025","Fri May 16 07:10:54 GMT 2025","458","","Test CoolWallet SDK Core Functional","","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup succeeds even if the appId can't be recognized","","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup succeeds even if the appId can't be recognized",""
"passed","Fri May 16 07:10:54 GMT 2025","Fri May 16 07:10:54 GMT 2025","373","","Test CoolWallet SDK Core Functional","","Seed backup and recovery in OTA (firmware update) flow Recover Register Data recover failed: no backup data","","Seed backup and recovery in OTA (firmware update) flow Recover Register Data recover failed: no backup data",""
"passed","Fri May 16 07:10:54 GMT 2025","Fri May 16 07:10:54 GMT 2025","428","","Test CoolWallet SDK Core Functional","","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup succeeds","","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup succeeds",""
"passed","Fri May 16 07:11:05 GMT 2025","Fri May 16 07:11:05 GMT 2025","43","","utils","","utils createSeedsHexByMnemonic","","utils createSeedsHexByMnemonic",""
"passed","Fri May 16 07:10:54 GMT 2025","Fri May 16 07:10:54 GMT 2025","532","","Test CoolWallet SDK Core Functional","","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup failed: not supports repeated execution","","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup failed: not supports repeated execution",""
