"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","559","Test ETH SDK ETH test sign erc20 transactions 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e SHIB token","","Thu May 21 03:12:23 UTC 2026","passed","Thu May 21 03:12:23 UTC 2026","","Test ETH SDK","Test ETH SDK ETH test sign erc20 transactions 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e SHIB token",""
"","325","Test ETH SDK ETH test sign eip1559 erc20 transactions 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e renBTC token","","Thu May 21 03:12:23 UTC 2026","passed","Thu May 21 03:12:23 UTC 2026","","Test ETH SDK","Test ETH SDK ETH test sign eip1559 erc20 transactions 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e renBTC token",""
"","511","Test ETH SDK ETH test sign eip1559 erc20 transactions 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e FEG token","","Thu May 21 03:12:23 UTC 2026","passed","Thu May 21 03:12:23 UTC 2026","","Test ETH SDK","Test ETH SDK ETH test sign eip1559 erc20 transactions 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e FEG token",""
"","521","Test ETH SDK ETH test sign eip1559 erc20 transactions 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e VGX token","","Thu May 21 03:12:23 UTC 2026","passed","Thu May 21 03:12:23 UTC 2026","","Test ETH SDK","Test ETH SDK ETH test sign eip1559 erc20 transactions 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e VGX token",""
"","521","Test ETH SDK ETH test sign erc20 transactions 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e XYO token","","Thu May 21 03:12:23 UTC 2026","passed","Thu May 21 03:12:23 UTC 2026","","Test ETH SDK","Test ETH SDK ETH test sign erc20 transactions 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e XYO token",""
"","110","Test XRP SDK Test Trust Set RLUSD trust set with RLUSD token","","Thu May 21 03:16:50 UTC 2026","passed","Thu May 21 03:16:50 UTC 2026","","Test XRP SDK","Test XRP SDK Test Trust Set RLUSD trust set with RLUSD token",""
"","519","Test ETH SDK ETH test sign erc20 transactions 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e PAXG token","","Thu May 21 03:12:23 UTC 2026","passed","Thu May 21 03:12:23 UTC 2026","","Test ETH SDK","Test ETH SDK ETH test sign erc20 transactions 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e PAXG token",""
"","325","Test ETH SDK ETH test sign erc20 transactions 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e BTT token","","Thu May 21 03:12:23 UTC 2026","passed","Thu May 21 03:12:23 UTC 2026","","Test ETH SDK","Test ETH SDK ETH test sign erc20 transactions 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e BTT token",""
"","419","Test XRP SDK Test Get Address index 0 address","","Thu May 21 03:16:50 UTC 2026","passed","Thu May 21 03:16:50 UTC 2026","","Test XRP SDK","Test XRP SDK Test Get Address index 0 address",""
"","513","Test ETH SDK ETH test sign eip1559 erc20 transactions 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e WCT token","","Thu May 21 03:12:23 UTC 2026","passed","Thu May 21 03:12:23 UTC 2026","","Test ETH SDK","Test ETH SDK ETH test sign eip1559 erc20 transactions 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e WCT token",""
"","331","Test ETH SDK ETH test sign erc20 transactions 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e ZRX token","","Thu May 21 03:12:23 UTC 2026","passed","Thu May 21 03:12:23 UTC 2026","","Test ETH SDK","Test ETH SDK ETH test sign erc20 transactions 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e ZRX token",""
"","521","Test ETH SDK ETH test sign erc20 transactions 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e NMR token","","Thu May 21 03:12:23 UTC 2026","passed","Thu May 21 03:12:23 UTC 2026","","Test ETH SDK","Test ETH SDK ETH test sign erc20 transactions 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e NMR token",""
"","515","Test ETH SDK ETH test sign eip1559 erc20 transactions 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e SNX token","","Thu May 21 03:12:23 UTC 2026","passed","Thu May 21 03:12:23 UTC 2026","","Test ETH SDK","Test ETH SDK ETH test sign eip1559 erc20 transactions 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e SNX token",""
"","311","Test ETH SDK ETH test sign smart contract transaction 0x608060405234801561001057600000","","Thu May 21 03:12:23 UTC 2026","passed","Thu May 21 03:12:23 UTC 2026","","Test ETH SDK","Test ETH SDK ETH test sign smart contract transaction 0x608060405234801561001057600000",""
"","522","Test ETH SDK ETH test sign eip1559 erc20 transactions 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e CRV token","","Thu May 21 03:12:23 UTC 2026","passed","Thu May 21 03:12:23 UTC 2026","","Test ETH SDK","Test ETH SDK ETH test sign eip1559 erc20 transactions 0x8A1628c2397F6cA75579A45E81EE3e17DF19720e CRV token",""
