"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri May 23 06:24:32 GMT 2025","Fri May 23 06:24:32 GMT 2025","0","","Test CoolWallet SDK Core Functional","","Test CoolWallet SDK Core Register Test register success","","Test CoolWallet SDK Core Register Test register success",""
"failed","Fri May 23 06:24:32 GMT 2025","Fri May 23 06:24:32 GMT 2025","0","","Test CoolWallet SDK Core Functional","","Seed backup and recovery in OTA (firmware update) flow Recover Register Data recover succeeds","","Seed backup and recovery in OTA (firmware update) flow Recover Register Data recover succeeds",""
"failed","Fri May 23 06:24:32 GMT 2025","Fri May 23 06:24:32 GMT 2025","0","","Test CoolWallet SDK Core Functional","","Seed backup and recovery in OTA (firmware update) flow Delete Register Data delete failed: the appId can't be recognized","","Seed backup and recovery in OTA (firmware update) flow Delete Register Data delete failed: the appId can't be recognized",""
"skipped","Fri May 23 06:24:32 GMT 2025","Fri May 23 06:24:32 GMT 2025","0","","Test CoolWallet SDK Core Functional","","Test CoolWallet SDK Core Functional Test rlp erc20 execute script","","Test CoolWallet SDK Core Functional Test rlp erc20 execute script",""
"failed","Fri May 23 06:24:32 GMT 2025","Fri May 23 06:24:32 GMT 2025","0","","Test CoolWallet SDK Core Functional","","Seed backup and recovery in OTA (firmware update) flow Delete Register Data delete succeeds","","Seed backup and recovery in OTA (firmware update) flow Delete Register Data delete succeeds",""
"passed","Fri May 23 06:24:38 GMT 2025","Fri May 23 06:24:38 GMT 2025","63","","utils","","utils createSeedsHexByMnemonic","","utils createSeedsHexByMnemonic",""
"failed","Fri May 23 06:24:32 GMT 2025","Fri May 23 06:24:32 GMT 2025","0","","Test CoolWallet SDK Core Functional","","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup succeeds even if the appId can't be recognized","","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup succeeds even if the appId can't be recognized",""
"failed","Fri May 23 06:24:38 GMT 2025","Fri May 23 06:24:38 GMT 2025","0","","Test signECDSA","","Test signECDSA should sign eth transaction hash correctly","","Test signECDSA should sign eth transaction hash correctly",""
"failed","Fri May 23 06:24:32 GMT 2025","Fri May 23 06:24:32 GMT 2025","0","","Test CoolWallet SDK Core Functional","","Seed backup and recovery in OTA (firmware update) flow Recover Register Data recover failed: no backup data","","Seed backup and recovery in OTA (firmware update) flow Recover Register Data recover failed: no backup data",""
"failed","Fri May 23 06:24:32 GMT 2025","Fri May 23 06:24:32 GMT 2025","0","","Test CoolWallet SDK Core Functional","","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup failed: not supports repeated execution","","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup failed: not supports repeated execution",""
"failed","Fri May 23 06:24:32 GMT 2025","Fri May 23 06:24:32 GMT 2025","0","","Test CoolWallet SDK Core Functional","","Test CoolWallet SDK Core Backup Test backup","","Test CoolWallet SDK Core Backup Test backup",""
"skipped","Fri May 23 06:24:32 GMT 2025","Fri May 23 06:24:32 GMT 2025","0","","Test CoolWallet SDK Core Functional","","Test CoolWallet SDK Core Functional Test algorand","","Test CoolWallet SDK Core Functional Test algorand",""
"failed","Fri May 23 06:24:32 GMT 2025","Fri May 23 06:24:32 GMT 2025","0","","Test CoolWallet SDK Core Functional","","Seed backup and recovery in OTA (firmware update) flow Delete Register Data delete succeeds with no backup data and supports repeated execution","","Seed backup and recovery in OTA (firmware update) flow Delete Register Data delete succeeds with no backup data and supports repeated execution",""
"failed","Fri May 23 06:24:32 GMT 2025","Fri May 23 06:24:32 GMT 2025","1","","Test CoolWallet SDK Core Functional","","Test CoolWallet SDK Core Functional Test derive Curve25519 publicKey","","Test CoolWallet SDK Core Functional Test derive Curve25519 publicKey",""
"failed","Fri May 23 06:24:32 GMT 2025","Fri May 23 06:24:32 GMT 2025","0","","Test CoolWallet SDK Core Functional","","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup failed: no register data","","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup failed: no register data",""
"failed","Fri May 23 06:24:32 GMT 2025","Fri May 23 06:24:32 GMT 2025","0","","Test CoolWallet SDK Core Functional","","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup succeeds","","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup succeeds",""
