"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","180","Test ZEC SDK Test Sign Transfer Tx P2PKH","","2026-09-14","passed","2026-09-14","","Test ZEC SDK","Test ZEC SDK Test Sign Transfer Tx P2PKH",""
"","1552","Test ADA SDK Test sign transaction StakeRegister without token","","2026-09-14","passed","2026-09-14","","Test ADA SDK","Test ADA SDK Test sign transaction StakeRegister without token",""
"","1","Test Sui SDK Test Sign Coin Transfer Test Coin Transfer Transaction Failed With Invalid To Address","","2026-09-14","passed","2026-09-14","","Test Sui SDK","Test Sui SDK Test Sign Coin Transfer Test Coin Transfer Transaction Failed With Invalid To Address",""
"","171","Test Solana SDK Test SPL Token Transaction EWYon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction EWYon",""
"","168","Test Solana SDK Test SPL Token Transaction TSEMon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction TSEMon",""
"","170","Test Solana SDK Test SPL Token Transaction UMCon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction UMCon",""
"","172","Test Solana SDK Test SPL Token Transaction PALLon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction PALLon",""
"","172","Test Solana SDK Test SPL Token Transaction PLon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction PLon",""
"","172","Test Solana SDK Test SPL Token Transaction ARQQon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction ARQQon",""
"","169","Test Solana SDK Test SPL Token Transaction WYFIon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction WYFIon",""
"","172","Test Solana SDK Test SPL Token Transaction INTCon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction INTCon",""
"","171","Test Solana SDK Test SPL Token Transaction SWKSon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction SWKSon",""
"","170","Test Solana SDK Test SPL Token Transaction SHLDon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction SHLDon",""
"","181","Test Solana SDK Test SPL Token Transaction GEMIon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction GEMIon",""
"","172","Test Solana SDK Test SPL Token Transaction FLHYon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction FLHYon",""
"","179","Test Solana SDK Test SPL Token Transaction APOon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction APOon",""
"","169","Test Solana SDK Test SPL Token Transaction UNGon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction UNGon",""
"","172","Test Solana SDK Test SPL Token Transaction COROon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction COROon",""
"","0","isBase58Format accepts a valid 43-char base58 pubkey","","2026-09-14","passed","2026-09-14","","isBase58Format","isBase58Format accepts a valid 43-char base58 pubkey",""
"","170","Test Solana SDK Test SPL Token Transaction XYZon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction XYZon",""
"","168","Test Solana SDK Test SPL Token Transaction MSFTon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction MSFTon",""
"","193","Test Solana SDK Test SPL Token Transaction AAOIon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction AAOIon",""
"","167","Test Solana SDK Test SPL Token Transaction VPGon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction VPGon",""
"","121","Test XLM SDK Test XLM CoinType Test Sign Transfer XLM Transaction for protocol SLIP0010","","2026-09-14","passed","2026-09-14","","Test XLM SDK","Test XLM SDK Test XLM CoinType Test Sign Transfer XLM Transaction for protocol SLIP0010",""
"","174","Test Solana SDK Test SPL Token Transaction LRCXon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction LRCXon",""
"","0","Test KAS SDK Test validateChange Test transaction with invalid change","","2026-09-14","passed","2026-09-14","","Test KAS SDK","Test KAS SDK Test validateChange Test transaction with invalid change",""
"","175","Test Solana SDK Test SPL Token Transaction BAIon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction BAIon",""
"","174","Test Solana SDK Test SPL Token Transaction GLTRon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction GLTRon",""
"","172","Test Solana SDK Test SPL Token Transaction EWZon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction EWZon",""
"","172","Test Solana SDK Test SPL Token Transaction FPSon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction FPSon",""
"","2","Test KAS SDK Test getTransferArgument with v0 output address","","2026-09-14","passed","2026-09-14","","Test KAS SDK","Test KAS SDK Test getTransferArgument with v0 output address",""
"","522","Test BCH SDK BCH test get address 0","","2026-09-14","passed","2026-09-14","","Test BCH SDK","Test BCH SDK BCH test get address 0",""
"","83","Test XLM SDK Test KAU CoinType Test Get index 1 address","","2026-09-14","passed","2026-09-14","","Test XLM SDK","Test XLM SDK Test KAU CoinType Test Get index 1 address",""
"","171","Test Solana SDK Test SPL Token Transaction IVVon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction IVVon",""
"","174","Test Solana SDK Test SPL Token Transaction ASTSon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction ASTSon",""
"","170","Test Solana SDK Test SPL Token Transaction TLTon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction TLTon",""
"","175","Test Solana SDK Test SPL Token Transaction AGGon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction AGGon",""
"","172","Test Solana SDK Test SPL Token Transaction CPERon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction CPERon",""
"","1","getTokenInfoArgument: official token payloads USDM: stored payload equals the SDK-built token-info union","","2026-09-14","passed","2026-09-14","","getTokenInfoArgument: official token payloads","getTokenInfoArgument: official token payloads USDM: stored payload equals the SDK-built token-info union",""
"","171","Test Solana SDK Test SPL Token Transaction DYNFon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction DYNFon",""
"","184","Test Solana SDK Test SPL Token Transaction EQTon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction EQTon",""
"","181","Test Solana SDK Test SPL Token Transaction AAPLon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction AAPLon",""
"","171","Test Solana SDK Test SPL Token Transaction NOKon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction NOKon",""
"","171","Test Solana SDK Test SPL Token Transaction OIHon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction OIHon",""
"","1","Test KAS SDK Test getTransferArgument for max","","2026-09-14","passed","2026-09-14","","Test KAS SDK","Test KAS SDK Test getTransferArgument for max",""
"","175","Test Solana SDK Test SPL Token Transaction APLDon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction APLDon",""
"","74","Test KSM SDK Test Get KSM Address test get index 0 address","","2026-09-14","passed","2026-09-14","","Test DOT SDK","Test KSM SDK Test Get KSM Address test get index 0 address",""
"","169","Test Solana SDK Test SPL Token Transaction STRCon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction STRCon",""
"","173","Test Solana SDK Test SPL Token Transaction GMEon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction GMEon",""
"","170","Test Solana SDK Test SPL Token Transaction NOWon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction NOWon",""
"","169","Test Solana SDK Test SPL Token Transaction XYLDon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction XYLDon",""
"","173","Test Solana SDK Test SPL Token Transaction MAon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction MAon",""
"","171","Test Solana SDK Test SPL Token Transaction UBERon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction UBERon",""
"","107","Test XRP SDK Test IOU Transfer RLUSD iou transfer with RLUSD token","","2026-09-14","passed","2026-09-14","","Test XRP SDK","Test XRP SDK Test IOU Transfer RLUSD iou transfer with RLUSD token",""
"","176","Test Solana SDK Test SPL Token Transaction TTMIon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction TTMIon",""
"","435","Test DOGE SDK Test Get index 0 address","","2026-09-14","passed","2026-09-14","","Test DOGE SDK","Test DOGE SDK Test Get index 0 address",""
"","189","Test KAS SDK Test signing a transaction with 2 outputs, where one output is 0.2 KAS with the version 0 address","","2026-09-14","passed","2026-09-14","","Test KAS SDK","Test KAS SDK Test signing a transaction with 2 outputs, where one output is 0.2 KAS with the version 0 address",""
"","1","Test KAS SDK Test validateOutputs Test output with invalid address","","2026-09-14","passed","2026-09-14","","Test KAS SDK","Test KAS SDK Test validateOutputs Test output with invalid address",""
"","171","Test Solana SDK Test SPL Token Transaction CEGon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction CEGon",""
"","171","Test Solana SDK Test SPL Token Transaction Fon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction Fon",""
"","195","Test Solana SDK Test SPL Token Transaction USDT","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction USDT",""
"","173","Test Solana SDK Test SPL Token Transaction BKCHon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction BKCHon",""
"","0","Test KAS SDK Test getAddressByPublicKey with version 8","","2026-09-14","passed","2026-09-14","","Test KAS SDK","Test KAS SDK Test getAddressByPublicKey with version 8",""
"","1","Test scriptUtil.getXXXArguments function getSignInArguments","","2026-09-14","passed","2026-09-14","","Test scriptUtil.getXXXArguments function","Test scriptUtil.getXXXArguments function getSignInArguments",""
"","0","Test Sui SDK Test Sign Token Transfer Transaction Test Token Transfer Transaction Failed With 0 USDC","","2026-09-14","passed","2026-09-14","","Test Sui SDK","Test Sui SDK Test Sign Token Transfer Transaction Test Token Transfer Transaction Failed With 0 USDC",""
"","176","Test Solana SDK Test SPL Token Transaction ALBon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction ALBon",""
"","179","Test Solana SDK Test SPL Token Transaction BILIon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction BILIon",""
"","170","Test Solana SDK Test SPL Token Transaction OXYon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction OXYon",""
"","170","Test Solana SDK Test SPL Token Transaction PLTRon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction PLTRon",""
"","170","Test Solana SDK Test SPL Token Transaction TENon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction TENon",""
"","171","Test Solana SDK Test SPL Token Transaction NUEon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction NUEon",""
"","1","getTokenInfoArgument: official token payloads STRIKE: stored payload equals the SDK-built token-info union","","2026-09-14","passed","2026-09-14","","getTokenInfoArgument: official token payloads","getTokenInfoArgument: official token payloads STRIKE: stored payload equals the SDK-built token-info union",""
"","172","Test Solana SDK Test SPL Token Transaction USOon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction USOon",""
"","171","Test Solana SDK Test SPL Token Transaction ENTGon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction ENTGon",""
"","169","Test Solana SDK Test SPL Token Transaction SOXLon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction SOXLon",""
"","170","Test Solana SDK Test SPL Token Transaction IBITon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction IBITon",""
"","51","Test KAS SDK Test validateTransaction Test transaction with too large mass","","2026-09-14","passed","2026-09-14","","Test KAS SDK","Test KAS SDK Test validateTransaction Test transaction with too large mass",""
"","173","Test Solana SDK Test SPL Token Transaction BRHYon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction BRHYon",""
"","1550","Test ADA SDK Test sign transaction StakeRegisterAndDelegate without token","","2026-09-14","passed","2026-09-14","","Test ADA SDK","Test ADA SDK Test sign transaction StakeRegisterAndDelegate without token",""
"","170","Test Solana SDK Test SPL Token Transaction OPRAon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction OPRAon",""
"","170","Test Solana SDK Test SPL Token Transaction VSHon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction VSHon",""
"","175","Test Solana SDK Test SPL Token Transaction GLXYon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction GLXYon",""
"","172","Test Solana SDK Test SPL Token Transaction NVOon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction NVOon",""
"","180","Test Solana SDK Test SPL Token Transaction AAONon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction AAONon",""
"","169","Test Solana SDK Test SPL Token Transaction SMRon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction SMRon",""
"","173","Test Solana SDK Test SPL Token Transaction PAVEon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction PAVEon",""
"","171","Test Solana SDK Test SPL Token Transaction LLYon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction LLYon",""
"","301","Test KSM SDK Test KSM Chill chill with address 0","","2026-09-14","passed","2026-09-14","","Test DOT SDK","Test KSM SDK Test KSM Chill chill with address 0",""
"","916","Test ADA SDK Test sign transaction TokenTransfer with token change (leftover tokens ride back in change)","","2026-09-14","passed","2026-09-14","","Test ADA SDK","Test ADA SDK Test sign transaction TokenTransfer with token change (leftover tokens ride back in change)",""
"","103","Test XTZ SDK XTZ: sign transaction","","2026-09-14","passed","2026-09-14","","Test XTZ SDK","Test XTZ SDK XTZ: sign transaction",""
"","175","Test Solana SDK Test SPL Token Transaction BRLNon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction BRLNon",""
"","175","Test Solana SDK Test SPL Token Transaction AVGOon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction AVGOon",""
"","170","Test Solana SDK Test SPL Token Transaction PFEon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction PFEon",""
"","173","Test Solana SDK Test SPL Token Transaction DASHon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction DASHon",""
"","169","Test Solana SDK Test SPL Token Transaction TXNon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction TXNon",""
"","1547","Test ADA SDK Test sign transaction StakeDeregister without token","","2026-09-14","passed","2026-09-14","","Test ADA SDK","Test ADA SDK Test sign transaction StakeDeregister without token",""
"","171","Test Solana SDK Test SPL Token Transaction FORMon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction FORMon",""
"","175","Test Solana SDK Test SPL Token Transaction EXODon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction EXODon",""
"","168","Test Solana SDK Test SPL Token Transaction TMOon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction TMOon",""
"","183","Test APTOS SDK Test Transfer Aptos transfer with address 0","","2026-09-14","passed","2026-09-14","","Test APTOS SDK","Test APTOS SDK Test Transfer Aptos transfer with address 0",""
"","1","Test Sui SDK Test Sign Coin Transfer Test Coin Transfer Transaction Failed With 100000000 SUI","","2026-09-14","passed","2026-09-14","","Test Sui SDK","Test Sui SDK Test Sign Coin Transfer Test Coin Transfer Transaction Failed With 100000000 SUI",""
"","170","Test Solana SDK Test SPL Token Transaction VRTXon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction VRTXon",""
"","173","Test Solana SDK Test SPL Token Transaction ITAon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction ITAon",""
"","172","Test Solana SDK Test SPL Token Transaction PBRon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction PBRon",""
"","83","Test XLM SDK Test KAG CoinType Test Get index 0 address","","2026-09-14","passed","2026-09-14","","Test XLM SDK","Test XLM SDK Test KAG CoinType Test Get index 0 address",""
"","170","Test Solana SDK Test SPL Token Transaction SBETon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction SBETon",""
"","173","Test Solana SDK Test SPL Token Transaction GDon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction GDon",""
"","874","Test ADA SDK Test sign transaction TokenTransfer sends a custom (unofficial) token, shown unverified with @","","2026-09-14","passed","2026-09-14","","Test ADA SDK","Test ADA SDK Test sign transaction TokenTransfer sends a custom (unofficial) token, shown unverified with @",""
"","174","Test Solana SDK Test SPL Token Transaction AMKRon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction AMKRon",""
"","170","Test Solana SDK Test SPL Token Transaction SLBon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction SLBon",""
"","176","Test Solana SDK Test SPL Token Transaction AURon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction AURon",""
"","169","Test Solana SDK Test SPL Token Transaction NTESon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction NTESon",""
"","171","Test Solana SDK Test SPL Token Transaction SKHYon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction SKHYon",""
"","172","Test Solana SDK Test SPL Token Transaction GEon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction GEon",""
"","170","Test Solana SDK Test SPL Token Transaction DGXXon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction DGXXon",""
"","175","Test Solana SDK Test SPL Token Transaction AGon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction AGon",""
"","172","Test Solana SDK Test SPL Token Transaction HIMXon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction HIMXon",""
"","901","Test ADA SDK Test sign transaction Transfer with token","","2026-09-14","passed","2026-09-14","","Test ADA SDK","Test ADA SDK Test sign transaction Transfer with token",""
"","171","Test Solana SDK Test SPL Token Transaction OSCRon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction OSCRon",""
"","173","Test Solana SDK Test SPL Token Transaction CATon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction CATon",""
"","188","Test Solana SDK Test SPL Token Transaction GRT","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction GRT",""
"","172","Test Solana SDK Test SPL Token Transaction CPNGon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction CPNGon",""
"","172","Test Solana SDK Test SPL Token Transaction BIDUon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction BIDUon",""
"","172","Test Solana SDK Test SPL Token Transaction HALon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction HALon",""
"","174","Test Solana SDK Test SPL Token Transaction IRENon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction IRENon",""
"","6","getChangeArgument: change value size limit accepts a change carrying ~50 distinct-policy tokens","","2026-09-14","passed","2026-09-14","","getTokenInfoArgument: official token payloads","getChangeArgument: change value size limit accepts a change carrying ~50 distinct-policy tokens",""
"","169","Test Solana SDK Test SPL Token Transaction NIOon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction NIOon",""
"","189","Test Solana SDK Test SPL Token Transaction USDC","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction USDC",""
"","169","Test Solana SDK Test SPL Token Transaction UUUUon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction UUUUon",""
"","898","Test ADA SDK Test sign transaction TokenTransfer sends official token SNEK (verified symbol once signed, otherwise @SNEK)","","2026-09-14","passed","2026-09-14","","Test ADA SDK","Test ADA SDK Test sign transaction TokenTransfer sends official token SNEK (verified symbol once signed, otherwise @SNEK)",""
"","171","Test Solana SDK Test SPL Token Transaction QCOMon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction QCOMon",""
"","169","Test Solana SDK Test SPL Token Transaction SPGIon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction SPGIon",""
"","173","Test Solana SDK Test SPL Token Transaction WMBon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction WMBon",""
"","168","Test Solana SDK Test SPL Token Transaction TIPon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction TIPon",""
"","171","Test Solana SDK Test SPL Token Transaction MUon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction MUon",""
"","1","Test TRX SDK Test Get Address returns chainCode and publicKey","","2026-09-14","passed","2026-09-14","","Test TRX SDK","Test TRX SDK Test Get Address returns chainCode and publicKey",""
"","170","Test Solana SDK Test SPL Token Transaction VNQon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction VNQon",""
"","172","Test Solana SDK Test SPL Token Transaction TLNon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction TLNon",""
"","174","Test Solana SDK Test SPL Token Transaction ACHRon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction ACHRon",""
"","168","Test Solana SDK Test SPL Token Transaction STLDon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction STLDon",""
"","75","Test Sui SDK Test Sign Smart Transaction Test Smart Transaction Failed With 0 As Gas Price","","2026-09-14","passed","2026-09-14","","Test Sui SDK","Test Sui SDK Test Sign Smart Transaction Test Smart Transaction Failed With 0 As Gas Price",""
"","175","Test Solana SDK Test SPL Token Transaction OPENon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction OPENon",""
"","168","Test Solana SDK Test SPL Token Transaction SOXQon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction SOXQon",""
"","181","Test Solana SDK Test SPL Token Transaction EURC","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction EURC",""
"","171","Test Solana SDK Test SPL Token Transaction MRVLon","","2026-09-14","passed","2026-09-14","","Test Solana SDK","Test Solana SDK Test SPL Token Transaction MRVLon",""
