"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 03 08:07:16 GMT 2025","Tue Jun 03 08:07:16 GMT 2025","561","","Test CoolWallet SDK Core Functional","","Seed backup and recovery in OTA (firmware update) flow Delete Register Data delete succeeds with no backup data and supports repeated execution","","Seed backup and recovery in OTA (firmware update) flow Delete Register Data delete succeeds with no backup data and supports repeated execution",""
"passed","Tue Jun 03 08:07:16 GMT 2025","Tue Jun 03 08:07:16 GMT 2025","531","","Test CoolWallet SDK Core Functional","","Seed backup and recovery in OTA (firmware update) flow Delete Register Data delete succeeds","","Seed backup and recovery in OTA (firmware update) flow Delete Register Data delete succeeds",""
"passed","Tue Jun 03 08:07:16 GMT 2025","Tue Jun 03 08:07:16 GMT 2025","453","","Test CoolWallet SDK Core Functional","","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup succeeds even if the appId can't be recognized","","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup succeeds even if the appId can't be recognized",""
"passed","Tue Jun 03 08:07:16 GMT 2025","Tue Jun 03 08:07:16 GMT 2025","654","","Test CoolWallet SDK Core Functional","","Test CoolWallet SDK Core Register Test register success","","Test CoolWallet SDK Core Register Test register success",""
"passed","Tue Jun 03 08:07:16 GMT 2025","Tue Jun 03 08:07:16 GMT 2025","452","","Test CoolWallet SDK Core Functional","","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup failed: no register data","","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup failed: no register data",""
"passed","Tue Jun 03 08:07:16 GMT 2025","Tue Jun 03 08:07:16 GMT 2025","511","","Test CoolWallet SDK Core Functional","","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup failed: not supports repeated execution","","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup failed: not supports repeated execution",""
"passed","Tue Jun 03 08:07:27 GMT 2025","Tue Jun 03 08:07:27 GMT 2025","44","","utils","","utils createSeedsHexByMnemonic","","utils createSeedsHexByMnemonic",""
"skipped","Tue Jun 03 08:07:27 GMT 2025","Tue Jun 03 08:07:27 GMT 2025","0","","Test signECDSA","","Test signECDSA should sign eth transaction hash correctly","","Test signECDSA should sign eth transaction hash correctly",""
"passed","Tue Jun 03 08:07:16 GMT 2025","Tue Jun 03 08:07:16 GMT 2025","369","","Test CoolWallet SDK Core Functional","","Seed backup and recovery in OTA (firmware update) flow Recover Register Data recover failed: no backup data","","Seed backup and recovery in OTA (firmware update) flow Recover Register Data recover failed: no backup data",""
"passed","Tue Jun 03 08:07:16 GMT 2025","Tue Jun 03 08:07:16 GMT 2025","437","","Test CoolWallet SDK Core Functional","","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup succeeds","","Seed backup and recovery in OTA (firmware update) flow Backup Register Data backup succeeds",""
"passed","Tue Jun 03 08:07:16 GMT 2025","Tue Jun 03 08:07:16 GMT 2025","458","","Test CoolWallet SDK Core Functional","","Seed backup and recovery in OTA (firmware update) flow Recover Register Data recover succeeds","","Seed backup and recovery in OTA (firmware update) flow Recover Register Data recover succeeds",""
"skipped","Tue Jun 03 08:07:16 GMT 2025","Tue Jun 03 08:07:16 GMT 2025","0","","Test CoolWallet SDK Core Functional","","Test CoolWallet SDK Core Functional Test rlp erc20 execute script","","Test CoolWallet SDK Core Functional Test rlp erc20 execute script",""
"passed","Tue Jun 03 08:07:16 GMT 2025","Tue Jun 03 08:07:16 GMT 2025","127","","Test CoolWallet SDK Core Functional","","Test CoolWallet SDK Core Functional Test derive Curve25519 publicKey","","Test CoolWallet SDK Core Functional Test derive Curve25519 publicKey",""
"passed","Tue Jun 03 08:07:16 GMT 2025","Tue Jun 03 08:07:16 GMT 2025","91","","Test CoolWallet SDK Core Functional","","Test CoolWallet SDK Core Backup Test backup","","Test CoolWallet SDK Core Backup Test backup",""
"passed","Tue Jun 03 08:07:16 GMT 2025","Tue Jun 03 08:07:16 GMT 2025","461","","Test CoolWallet SDK Core Functional","","Seed backup and recovery in OTA (firmware update) flow Delete Register Data delete failed: the appId can't be recognized","","Seed backup and recovery in OTA (firmware update) flow Delete Register Data delete failed: the appId can't be recognized",""
"skipped","Tue Jun 03 08:07:16 GMT 2025","Tue Jun 03 08:07:16 GMT 2025","0","","Test CoolWallet SDK Core Functional","","Test CoolWallet SDK Core Functional Test algorand","","Test CoolWallet SDK Core Functional Test algorand",""
